Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),Pratyay Malik,Worst product ever,Orderd 2 times and returned 2 times as well both times damaged product delivered,8 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Cabin 55cm,Cherry maddala,Nice,Perfect one,7 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Large 77cm,Poorna chandra,Trolley has been locked,Locked trolley before delivery itself,7 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Set of 2 (Cabin + Medium),AJIT VISHWANATH NAIK,Carrier goods,Good product,7 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Set of 3 (Cabin + Medium + Large),binita thapa,Product is exactly as shown in the picture,Product quality is amazing. The material is also scratch resistance . Got huge space. One can surely consider buying one.,6 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Medium 67cm,Riya bharati,Size,Avergae size and the description is very confusing,5 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,CyanSize: Set of 2 (Cabin + Medium),Suryawanshi Yashpal,"Not good, service also bad",Number lock 🔐 not working,5 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Medium 67cm,Worst product. Worked only once. Not even turning on anymore. Bought it 16days ago.,Nice product,Good product,3 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Medium 67cm,Amazon Customer,Good value,Liked every thing,2 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Rajasvi Singh,Nice n durable,"Nice n durable product, sterdy, light weight, nice wheels, spacious",2 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Lats,Great suitcase,Value for money,2 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Set of 2 (Cabin + Medium),Priyanka Supanekar,Question,My small travelling bag is not opened or locked on 000 password,1 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Cabin 55cm,It's just value of your money 💓💓,Awsome,Just like a wawoooo....,1 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,SUBHA,Worst product,I returned the product ..Size is too  small not like which they hve shown on the product page ..Wont even fill up with few stuffs ..Looks like a small crap bag ..,31 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Subbaiah penugonda,Safari is always best,Quality is very good at price range 2k. Value for money,30 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,CyanSize: Large 77cm,gokul,Worst product,Worst product and customer service quality  colour zip scratch resistant comfort lock versatility lock versatility lock versatility lock versatility lock,30 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,CyanSize: Set of 2 (Cabin + Medium),K R KEDARA GUPTA,In set of 2 pack only one item is there and one more is missing,It was a set of 2 we ordered and have received only 1 luggage trolley..I want to know where's the second one..When we asked the delivery person he told only one has come for deliveryLarge size 67 has come and 55 has not come.. please check and resolve the issue,30 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Medium 67cm,Sahil Mir,Satisfied,"I am satisfied with the product; however, the delivery associate refused to provide home delivery, so I had to travel 9 kilometers to the delivery office. Amazon should review this.",30 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Zarka,Worthy purchase,"The media could not be loaded.
                



Everything was amazing, good material, nice packaging and fast delivery.",30 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Amit Tyagi,Thing is good,Thing is good,28 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Chirag prajapati,Good quality,Good quality,27 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,,Amazon Customer,Ideal for check in medium,Overall good as expected. Very minor defects in transport,26 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Bikramdeep Nayak,Excellent,Very useful product 👌 I love it and texture is very 👍 👍 👍 👍 wheels are very good 👍,25 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Cabin 55cm,Dharmendra kumar,Good,Good,25 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Set of 2 (Cabin + Medium),Bhavin vyas,Locks generally doesnt work and purchase from Amazon will not be provided any solution,The lock is not working but Amazon hasvraised hands and all links to raise a complaint will lead no where.. pathetic After sales service by Amazon,25 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",3.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),VT,Not as good as American Tourister,"When rolling on four wheels the small case doesnt roll n straight line, it keeps changing direction even when held firmly.The larger cases are good value for money.",24 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Harmit Ratnani,Bag is sturdy and durable.,"Bag got little scratch after use because of the quality but it's versatile. Zip is of great quality. Colour is also nice, I would prefer black but this is also great.",24 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Set of 2 (Cabin + Medium),Srikanth Koppineni,Wrong size,Size mentioned is different from received the seller is deceiving the customer but the quality is good,22 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,CyanSize: Medium 67cm,Mohit Kumar Singh,Lock issue,Issue with lock system. Code gets automatically reset.,21 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Cabin 55cm,"Nice Quality Fabric, Good For travelling...",Good Quality,"Nice Material, Good for Travelling, Really liked this Product",18 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",3.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),Kalaichelvi,Durable product but listing name is incorrect,The listing says hand baggage is 55cms but it actually is 53 cms. As usual safari is a good trusted brand. Delivered it safely. Clear instructions about locks.,18 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Large 77cm,JANKI RAO,Super se b upar..👌,Sahi h Bhai..Jo size socha ta usse b bada hi aaya..,18 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",2.0 out of 5 stars,CyanSize: Medium 67cm,kishore wadhwani,LOCK NOT WORKING,LOCK WAS NOTW WORKING-- HAD TO SPEND ADDITIONAL 20 RS TO GET IT BROKEN !!!,15 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,,SHAILESH SHUKLA,Very useful,"Very useful product,  brand and value is comfortable",15 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,CyanSize: Cabin 55cm,Amazon Customer,Very poor quality product and it was broken.,"The media could not be loaded.
                



Product is damaged.",12 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,namita,WORTH THE BUY,WORTH THE BUY,12 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),Reshmie Sangma,Very good quality,"They were not cheap, but totally worth it!",11 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Large 77cm,Amazon Customer,Safari trolly bag quality issue,"Wrost product never buy quality issue ,trolly handle out in travelling",11 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",3.0 out of 5 stars,CyanSize: Large 77cm,GYANENDRA_YADAV,According to price they are providing good,"It's body is too week, it's shuffle a lot when empty wheels are small size according to bag it's scratch resistance, ease of opening is quite good, color is good, pockets also good except body",11 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Set of 2 (Cabin + Medium),Kindle Customer,"Easy to handle, spacious",One of the best,11 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Medium 67cm,girishkerur,Poor Quality Product,"Poor quality product, very flimsy & cheap plastic. Within one trip suitcase cracked exactly at the handle area, with just 18kg load. Not expected from brand like Safari. Not recommended to buy.",10 July 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),Rutuja Dige,Fraud,Instead of 3 bags I only received one bag so disappointed,10 July 2024
